!Experiment Random Multi Restart #Runs Limit 1[s]
n d i ls_name move_strg rmr_duration number_of_runs fo_max fo_mean fo_sd n_moves_mean n_moves_sd n_moves2_mean mean2_round_time
2000 50 4 basic first_move 4.240000 1 31469161 31469161.000000 0.000000 7300.000000 0.000000 0.000000 0.000000 0.000000
2000 50 5 bs_array first_move 8.593000 1 31460466 31460466.000000 0.000000 6975.000000 0.000000 0.000000 0.000000 0.000000
2000 50 5 tree first_move 26.873000 1 31445930 31445930.000000 0.000000 6762.000000 0.000000 3.000000 0.000000 0.000000
2000 50 5 basic first_move 2.687000 1 31435138 31435138.000000 0.000000 6559.000000 0.000000 0.000000 0.000000 0.000000
2000 100 1 bs_array first_move 28.941000 1 102218190 102218190.000000 0.000000 7862.000000 0.000000 3.000000 0.000000 0.000000
2000 100 1 tree first_move 67.695000 1 102217312 102217312.000000 0.000000 7706.000000 0.000000 8.000000 0.000000 0.000000
2000 100 1 basic first_move 4.758000 1 102214836 102214836.000000 0.000000 7986.000000 0.000000 0.000000 0.000000 0.000000
2000 100 2 bs_array first_move 27.799000 1 102201199 102201199.000000 0.000000 7735.000000 0.000000 3.000000 0.000000 0.000000
2000 100 2 tree first_move 69.363000 1 102198443 102198443.000000 0.000000 8009.000000 0.000000 8.000000 0.000000 0.000000
2000 100 2 basic first_move 4.419000 1 102196780 102196780.000000 0.000000 7546.000000 0.000000 0.000000 0.000000 0.000000
2000 100 3 bs_array first_move 29.301000 1 102267106 102267106.000000 0.000000 7998.000000 0.000000 3.000000 0.000000 0.000000
